job_id,source_job_id,job_name,description_short
JT0552,552,UX/UIデザイナー,デジタルサービス（Webサイトや電子機器での情報提供と操作）の開発等において、…
JT0553,553,アニメ制作進行管理,アニメ制作の工程をスケジュールに沿って進めていくために、作画作業の割振り、作業…
JT0554,554,プロスポーツ運営団体職員（企画・運営）,野球、サッカー、バスケットボール、バレーボールなどのプロスポーツチーム運営団体…
JT0555,555,訪問介護のサービス提供責任者,訪問介護が適切に行われるよう、サービス内容の管理について必要な業務等を行う。
JT0556,556,障害者グループホーム世話人,障害者グループホームにおいて、障害のある利用者が地域において自立した生活を送る…
JT0557,557,汎用金属工作機械工（旋盤工、ボール盤工等）,旋盤やボール盤等、ハンドルやレバー等で操作する汎用工作機械での切削・研削等によ…
JT0558,558,自動車板金塗装,自動車のフレームの損傷やボディのへこみ・きずを修復し（板金作業）、修復箇所を塗…
JT0559,559,配電盤・制御盤等組立,主に機械器具・道具等を用いて、配電盤・制御盤・分電盤・監視制御装置等を組み立て…
JT0560,560,社会学研究者,社会の仕組みやさまざまな現象、動向について、人間が行う社会的な行為と関連付けて…
JT0561,561,鉄道車両の設計・開発,鉄道車両の製造においてチームで鉄道車両の設計・開発を行う。
JT0562,562,探偵,顧客の依頼を受けて調査対象者の所在又は行動についての情報を収集することを目的と…
JT0563,563,麻酔科医,主に手術時の麻酔管理を担当し、患者の全身状態を管理する。
JT0564,564,検疫官（看護師）,国際線の発着がある空港や港湾で、海外からの入国者・帰国者に対する検疫、感染症を…
JT0565,565,養護教諭,小学校、中学校、高等学校等の保健室を主な勤務場所として、学校保健活動の推進に関…
JT0566,566,イベントの企画・運営,イベントの企画・運営会社等において、主催者、スポンサー、出展者などの関係者と調…
JT0567,567,学校事務（私立大学）,大学の運営が円滑に行われるように、必要な事務を行う。
JT0568,568,児童発達支援管理責任者,児童発達支援や放課後等デイサービス等、障害のあるこどもに対して療育を行う現場に…
JT0569,569,納棺師,遺族が故人を安心して見送ることができるよう、遺体に処置を施して保全をし、身支度…
JT0570,570,耐震診断,建物、店舗、住宅等の耐震性能を診断し、必要に応じて補強や改修計画を提案する。
JT0571,571,作業環境測定士,有害な業務を行う屋内作業場その他の作業場において、有害物質（化学物質、粉じんな…
JT0572,572,下水道管路施設の点検・調査,下水道管路施設（下水道管やマンホールなど）を点検し、劣化や破損、詰まりなど異状…
JT0573,573,オーケストラ奏者（団員）,オーケストラにおいて自分が専門とする楽器を演奏する。また、ミュージカルやオペラ…
JT0574,574,ハローワーク職員,相談窓口において、求職者と求人企業を結びつける職業紹介や、職業訓練に関する相談…
JT0575,575,整形外科医,主に骨・軟骨・筋・靭帯・神経などから構成される運動器官の病気や怪我の診断・治療…
JT0576,576,衛生管理者,職場環境の改善や健康管理の取組みを通じて、労働者が健康で安全に働ける環境づくり…
JT0577,577,風力発電の企画・調査,風力発電に適した場所の選定、そこでの風力発電の企画・計画の検討、周辺環境への影…
JT0578,578,税関職員,税関職員は、空港や海港等で申告書類の審査や貨物検査を行い、社会悪物品（麻薬、銃…
JT0579,579,自動車検査員,指定整備工場において、自動車整備士によって整備された自動車が、国の定める保安基…
JT0580,580,障害福祉サービス管理責任者,障害福祉サービス事業所において、個々の利用者や家族のニーズに応じた自立のための…
JT0581,581,ブロックチェーン・エンジニア,ブロックチェーンを活用したシステムやアプリケーションの設計や開発、またブロック…
JT0582,582,声優,アニメやゲームの声、外国映画・ドラマの吹き替え、朗読、ナレーションなど、声によ…
JT0583,583,産業医,医師として、企業等において医学の知見を活かし、労働者が健康で快適に就労できるよ…
JT0584,584,3Dプリンター技術者,ものづくりの現場などにおいて、デジタルデータをもとに３Ｄプリンターを操作し、金…
